CODCOMUNIDAD;COMUNIDAD;CODPROVINCIA;PROVINCIA;Tipo;Año;Trimestre;Numero_Transacciones;Valor_Transacciones
08;Castilla-La Mancha;19;Guadalajara;Segunda Mano;2005;4;1000;167661600
08;Castilla-La Mancha;19;Guadalajara;Segunda Mano;2005;3;843;125303200
08;Castilla-La Mancha;16;Cuenca;Segunda Mano;2005;3;469;41217300
08;Castilla-La Mancha;16;Cuenca;Segunda Mano;2005;4;593;54138900
08;Castilla-La Mancha;16;Cuenca;Segunda Mano;2005;2;488;37445700
08;Castilla-La Mancha;16;Cuenca;Segunda Mano;2005;1;444;37436300
08;Castilla-La Mancha;13;Ciudad Real;Segunda Mano;2005;1;841;60655400
08;Castilla-La Mancha;13;Ciudad Real;Segunda Mano;2005;2;1086;80450500
08;Castilla-La Mancha;13;Ciudad Real;Segunda Mano;2005;4;1273;98417600
08;Castilla-La Mancha;13;Ciudad Real;Segunda Mano;2005;3;966;80803900
08;Castilla-La Mancha;02;Albacete;Segunda Mano;2005;1;679;66632800
08;Castilla-La Mancha;02;Albacete;Segunda Mano;2005;2;855;82408000
08;Castilla-La Mancha;02;Albacete;Segunda Mano;2005;4;926;89769300
08;Castilla-La Mancha;02;Albacete;Segunda Mano;2005;3;711;72795800
08;Castilla-La Mancha;45;Toledo;Segunda Mano;2004;1;1822;136924400
08;Castilla-La Mancha;45;Toledo;Segunda Mano;2004;2;2108;199771400
08;Castilla-La Mancha;45;Toledo;Segunda Mano;2004;4;1997;180055200
08;Castilla-La Mancha;45;Toledo;Segunda Mano;2004;3;1780;156835800
08;Castilla-La Mancha;19;Guadalajara;Segunda Mano;2004;1;687;74365700
08;Castilla-La Mancha;19;Guadalajara;Segunda Mano;2004;2;838;107118900
08;Castilla-La Mancha;19;Guadalajara;Segunda Mano;2004;4;833;97415100
08;Castilla-La Mancha;19;Guadalajara;Segunda Mano;2004;3;705;81865100
08;Castilla-La Mancha;16;Cuenca;Segunda Mano;2004;3;604;33899500
08;Castilla-La Mancha;16;Cuenca;Segunda Mano;2004;4;599;32345100
08;Castilla-La Mancha;16;Cuenca;Segunda Mano;2004;2;438;26647600
08;Castilla-La Mancha;16;Cuenca;Segunda Mano;2004;1;451;23341100
08;Castilla-La Mancha;13;Ciudad Real;Segunda Mano;2004;1;890;41938000
08;Castilla-La Mancha;13;Ciudad Real;Segunda Mano;2004;2;989;50152600
08;Castilla-La Mancha;13;Ciudad Real;Segunda Mano;2004;4;994;61912700
08;Castilla-La Mancha;13;Ciudad Real;Segunda Mano;2004;3;931;53258300
08;Castilla-La Mancha;02;Albacete;Segunda Mano;2004;1;714;44398900
08;Castilla-La Mancha;02;Albacete;Segunda Mano;2004;2;770;49053300
08;Castilla-La Mancha;02;Albacete;Segunda Mano;2004;4;951;72405400
08;Castilla-La Mancha;02;Albacete;Segunda Mano;2004;3;743;52132200
01;Andalucía;21;Huelva;Segunda Mano;2025;1;1971;227876100
01;Andalucía;21;Huelva;Segunda Mano;2025;2;2194;257909100
01;Andalucía;21;Huelva;Segunda Mano;2025;4;2138;262917100
01;Andalucía;21;Huelva;Segunda Mano;2025;3;1758;214680300
01;Andalucía;21;Huelva;Segunda Mano;2020;1;1155;102541600
01;Andalucía;21;Huelva;Segunda Mano;2020;2;860;77530600
01;Andalucía;21;Huelva;Segunda Mano;2020;4;1743;163298900
01;Andalucía;21;Huelva;Segunda Mano;2020;3;1520;144292300
01;Andalucía;21;Huelva;Segunda Mano;2023;1;1718;173763400
01;Andalucía;21;Huelva;Segunda Mano;2023;2;1824;186239400
01;Andalucía;21;Huelva;Segunda Mano;2023;4;1866;188861800
01;Andalucía;21;Huelva;Segunda Mano;2023;3;1570;162738100
01;Andalucía;21;Huelva;Segunda Mano;2016;1;941;75028900
01;Andalucía;21;Huelva;Segunda Mano;2016;2;1145;96939100
01;Andalucía;21;Huelva;Segunda Mano;2016;4;1101;93729700
01;Andalucía;21;Huelva;Segunda Mano;2016;3;896;72760800
01;Andalucía;21;Huelva;Segunda Mano;2015;1;823;67877700
01;Andalucía;21;Huelva;Segunda Mano;2015;2;1074;92453100
01;Andalucía;21;Huelva;Segunda Mano;2015;4;1053;95351400
01;Andalucía;21;Huelva;Segunda Mano;2015;3;890;70472600
01;Andalucía;21;Huelva;Segunda Mano;2009;1;615;63053500
01;Andalucía;21;Huelva;Segunda Mano;2009;2;667;84596100
01;Andalucía;21;Huelva;Segunda Mano;2009;4;787;90929000
01;Andalucía;21;Huelva;Segunda Mano;2009;3;573;65979700
01;Andalucía;21;Huelva;Segunda Mano;2006;1;1608;165243500
01;Andalucía;21;Huelva;Segunda Mano;2006;2;1873;207105300
01;Andalucía;21;Huelva;Segunda Mano;2006;4;1721;193040000
01;Andalucía;21;Huelva;Segunda Mano;2006;3;1491;156454400
01;Andalucía;21;Huelva;Segunda Mano;2010;1;724;86059400
01;Andalucía;21;Huelva;Segunda Mano;2010;2;929;117555100
01;Andalucía;21;Huelva;Segunda Mano;2010;4;1121;120311400
01;Andalucía;21;Huelva;Segunda Mano;2010;3;708;76078000
01;Andalucía;21;Huelva;Segunda Mano;2022;1;1893;191156400
01;Andalucía;21;Huelva;Segunda Mano;2022;2;2138;229468400
01;Andalucía;21;Huelva;Segunda Mano;2022;4;1760;180354700
01;Andalucía;21;Huelva;Segunda Mano;2022;3;1711;174795600
01;Andalucía;21;Huelva;Segunda Mano;2021;1;1614;159746900
01;Andalucía;21;Huelva;Segunda Mano;2021;2;2085;205923700
01;Andalucía;21;Huelva;Segunda Mano;2021;4;2221;224246500
01;Andalucía;21;Huelva;Segunda Mano;2021;3;1871;182790500
01;Andalucía;21;Huelva;Segunda Mano;2011;1;661;68349200
01;Andalucía;21;Huelva;Segunda Mano;2011;2;850;87697100
01;Andalucía;21;Huelva;Segunda Mano;2011;4;807;77115300
01;Andalucía;21;Huelva;Segunda Mano;2011;3;791;85936000
01;Andalucía;21;Huelva;Segunda Mano;2017;1;1061;89622600
01;Andalucía;21;Huelva;Segunda Mano;2017;2;1233;108208700
01;Andalucía;21;Huelva;Segunda Mano;2017;4;1255;105748200
01;Andalucía;21;Huelva;Segunda Mano;2017;3;1127;92635900
01;Andalucía;21;Huelva;Segunda Mano;2018;1;1217;107667300
01;Andalucía;21;Huelva;Segunda Mano;2018;2;1867;142178400
01;Andalucía;21;Huelva;Segunda Mano;2018;4;1600;131198500
01;Andalucía;21;Huelva;Segunda Mano;2018;3;1223;103125000
01;Andalucía;21;Huelva;Segunda Mano;2008;1;1000;102841900
01;Andalucía;21;Huelva;Segunda Mano;2008;2;996;111191000
01;Andalucía;21;Huelva;Segunda Mano;2008;4;764;82633000
01;Andalucía;21;Huelva;Segunda Mano;2008;3;688;77822600
01;Andalucía;21;Huelva;Segunda Mano;2007;1;1906;200417300
01;Andalucía;21;Huelva;Segunda Mano;2007;2;1751;193805100
01;Andalucía;21;Huelva;Segunda Mano;2007;4;1141;138761900
01;Andalucía;21;Huelva;Segunda Mano;2007;3;1242;139626800
01;Andalucía;21;Huelva;Segunda Mano;2012;1;652;57939300
01;Andalucía;21;Huelva;Segunda Mano;2012;2;658;59860200
01;Andalucía;21;Huelva;Segunda Mano;2012;4;1138;116428100
01;Andalucía;21;Huelva;Segunda Mano;2012;3;585;52259500
01;Andalucía;21;Huelva;Segunda Mano;2019;1;1472;124967200
01;Andalucía;21;Huelva;Segunda Mano;2019;2;1566;144145000
01;Andalucía;21;Huelva;Segunda Mano;2019;4;1570;133804700
01;Andalucía;21;Huelva;Segunda Mano;2019;3;1233;111320000
01;Andalucía;21;Huelva;Segunda Mano;2004;1;1635;171327700
01;Andalucía;21;Huelva;Segunda Mano;2004;2;1935;138900000
01;Andalucía;21;Huelva;Segunda Mano;2004;4;1945;179845300
01;Andalucía;21;Huelva;Segunda Mano;2004;3;1402;110368200
01;Andalucía;29;Málaga;Segunda Mano;2025;1;8078;2629338100
01;Andalucía;29;Málaga;Segunda Mano;2025;2;7931;2561434200
01;Andalucía;29;Málaga;Segunda Mano;2025;4;7965;2707542600
01;Andalucía;29;Málaga;Segunda Mano;2025;3;6882;2295623100
01;Andalucía;29;Málaga;Segunda Mano;2020;1;5438;1090144700
01;Andalucía;29;Málaga;Segunda Mano;2020;2;2942;615667000
01;Andalucía;29;Málaga;Segunda Mano;2020;4;6182;1331206800
01;Andalucía;29;Málaga;Segunda Mano;2020;3;5244;1107859400
01;Andalucía;29;Málaga;Segunda Mano;2023;1;7961;2030473900
01;Andalucía;29;Málaga;Segunda Mano;2023;2;8912;2504979400
01;Andalucía;29;Málaga;Segunda Mano;2023;4;7983;2216734400
01;Andalucía;29;Málaga;Segunda Mano;2023;3;7073;2093995500
01;Andalucía;29;Málaga;Segunda Mano;2016;1;5699;926185500
01;Andalucía;29;Málaga;Segunda Mano;2016;2;7169;1133329000
01;Andalucía;29;Málaga;Segunda Mano;2016;4;6828;1096734200
01;Andalucía;29;Málaga;Segunda Mano;2016;3;5940;1023753600
01;Andalucía;29;Málaga;Segunda Mano;2015;1;4912;769205300
01;Andalucía;29;Málaga;Segunda Mano;2015;2;6358;1043031400
01;Andalucía;29;Málaga;Segunda Mano;2015;4;6171;1023084000
01;Andalucía;29;Málaga;Segunda Mano;2015;3;5721;1016416400
01;Andalucía;29;Málaga;Segunda Mano;2009;1;2413;438494400
01;Andalucía;29;Málaga;Segunda Mano;2009;2;2890;525838800
01;Andalucía;29;Málaga;Segunda Mano;2009;4;3718;674596100
01;Andalucía;29;Málaga;Segunda Mano;2009;3;2974;552149900
01;Andalucía;29;Málaga;Segunda Mano;2006;1;5964;1036074700
01;Andalucía;29;Málaga;Segunda Mano;2006;2;6965;1275522300
01;Andalucía;29;Málaga;Segunda Mano;2006;4;6312;1139378700
01;Andalucía;29;Málaga;Segunda Mano;2006;3;6087;1124812000
01;Andalucía;29;Málaga;Segunda Mano;2010;1;3144;566923200
01;Andalucía;29;Málaga;Segunda Mano;2010;2;4125;750014200
01;Andalucía;29;Málaga;Segunda Mano;2010;4;4263;768230000
01;Andalucía;29;Málaga;Segunda Mano;2010;3;2824;508596500
01;Andalucía;29;Málaga;Segunda Mano;2022;1;8589;2163689300
01;Andalucía;29;Málaga;Segunda Mano;2022;2;10787;2867090500
01;Andalucía;29;Málaga;Segunda Mano;2022;4;8488;2241194700
01;Andalucía;29;Málaga;Segunda Mano;2022;3;8854;2354776900
01;Andalucía;29;Málaga;Segunda Mano;2021;1;5629;1224544500
01;Andalucía;29;Málaga;Segunda Mano;2021;2;7920;1796932400
01;Andalucía;29;Málaga;Segunda Mano;2021;4;9834;2603464800
01;Andalucía;29;Málaga;Segunda Mano;2021;3;7533;2036980200
01;Andalucía;29;Málaga;Segunda Mano;2011;1;2733;479287000
01;Andalucía;29;Málaga;Segunda Mano;2011;2;3435;644779600
01;Andalucía;29;Málaga;Segunda Mano;2011;4;3558;622729900
01;Andalucía;29;Málaga;Segunda Mano;2011;3;2900;521430800
01;Andalucía;29;Málaga;Segunda Mano;2017;1;6922;1078580000
01;Andalucía;29;Málaga;Segunda Mano;2017;2;8179;1315972200
01;Andalucía;29;Málaga;Segunda Mano;2017;4;7836;1328799500
01;Andalucía;29;Málaga;Segunda Mano;2017;3;6566;1099063200
01;Andalucía;29;Málaga;Segunda Mano;2018;1;7343;1229709900
01;Andalucía;29;Málaga;Segunda Mano;2018;2;9024;1537853400
01;Andalucía;29;Málaga;Segunda Mano;2018;4;7409;1324742800
01;Andalucía;29;Málaga;Segunda Mano;2018;3;6727;1189608700
01;Andalucía;29;Málaga;Segunda Mano;2004;1;5451;631278000
01;Andalucía;29;Málaga;Segunda Mano;2004;2;6195;1041132500
01;Andalucía;29;Málaga;Segunda Mano;2004;4;6014;859419400
01;Andalucía;29;Málaga;Segunda Mano;2004;3;5131;797155500
01;Andalucía;29;Málaga;Segunda Mano;2008;1;3077;644202900
01;Andalucía;29;Málaga;Segunda Mano;2008;2;3422;688176700
01;Andalucía;29;Málaga;Segunda Mano;2008;4;2611;544040600
01;Andalucía;29;Málaga;Segunda Mano;2008;3;2417;481385800
01;Andalucía;29;Málaga;Segunda Mano;2007;1;6191;1186916900
01;Andalucía;29;Málaga;Segunda Mano;2007;2;6210;1262750800
01;Andalucía;29;Málaga;Segunda Mano;2007;4;4072;839827800
01;Andalucía;29;Málaga;Segunda Mano;2007;3;4315;897224300
01;Andalucía;29;Málaga;Segunda Mano;2012;1;3179;521785000
01;Andalucía;29;Málaga;Segunda Mano;2012;2;3620;589472300
01;Andalucía;29;Málaga;Segunda Mano;2012;4;4947;803999400
01;Andalucía;29;Málaga;Segunda Mano;2012;3;3127;505462500
01;Andalucía;29;Málaga;Segunda Mano;2019;1;6770;1203821400
01;Andalucía;29;Málaga;Segunda Mano;2019;2;7250;1379482400
01;Andalucía;29;Málaga;Segunda Mano;2019;4;7135;1430162500
01;Andalucía;29;Málaga;Segunda Mano;2019;3;6064;1247880100
01;Andalucía;41;Sevilla;Segunda Mano;2004;1;4622;395536400
01;Andalucía;41;Sevilla;Segunda Mano;2009;1;1799;213369500
01;Andalucía;41;Sevilla;Segunda Mano;2007;1;5366;657877800
01;Andalucía;41;Sevilla;Segunda Mano;2006;1;4619;554389700
01;Andalucía;41;Sevilla;Segunda Mano;2012;1;1813;198753800
01;Andalucía;41;Sevilla;Segunda Mano;2008;1;3131;391641600
01;Andalucía;41;Sevilla;Segunda Mano;2010;1;2297;309707400
01;Andalucía;41;Sevilla;Segunda Mano;2011;1;1880;217378000
01;Andalucía;41;Sevilla;Segunda Mano;2017;1;3606;360700800
01;Andalucía;41;Sevilla;Segunda Mano;2019;1;4574;472280400
01;Andalucía;41;Sevilla;Segunda Mano;2015;1;2588;253048700
01;Andalucía;41;Sevilla;Segunda Mano;2025;1;5768;796517900
01;Andalucía;41;Sevilla;Segunda Mano;2021;1;4677;549665400
01;Andalucía;41;Sevilla;Segunda Mano;2020;1;3836;432417900
01;Andalucía;41;Sevilla;Segunda Mano;2016;1;2970;297406400
01;Andalucía;41;Sevilla;Segunda Mano;2023;1;5207;645340700
01;Andalucía;41;Sevilla;Segunda Mano;2022;1;5673;698471800
01;Andalucía;41;Sevilla;Segunda Mano;2018;1;4242;440704100
01;Andalucía;41;Sevilla;Segunda Mano;2025;2;6159;923803000
01;Andalucía;41;Sevilla;Segunda Mano;2023;2;5062;633640600
01;Andalucía;41;Sevilla;Segunda Mano;2022;2;6103;792978400
01;Andalucía;41;Sevilla;Segunda Mano;2021;2;5949;734230300
01;Andalucía;41;Sevilla;Segunda Mano;2018;2;4991;539839800
01;Andalucía;41;Sevilla;Segunda Mano;2016;2;3470;347860700
01;Andalucía;41;Sevilla;Segunda Mano;2019;2;4713;521356100
01;Andalucía;41;Sevilla;Segunda Mano;2017;2;4018;412806700
01;Andalucía;41;Sevilla;Segunda Mano;2011;2;2079;246749500
01;Andalucía;41;Sevilla;Segunda Mano;2008;2;2821;349637100
01;Andalucía;41;Sevilla;Segunda Mano;2012;2;1974;222971200
01;Andalucía;41;Sevilla;Segunda Mano;2006;2;4966;629412300
01;Andalucía;41;Sevilla;Segunda Mano;2020;2;2699;320679000
01;Andalucía;41;Sevilla;Segunda Mano;2010;2;2904;411322100
01;Andalucía;41;Sevilla;Segunda Mano;2015;2;2849;297279600
01;Andalucía;41;Sevilla;Segunda Mano;2007;2;4653;609753000
01;Andalucía;41;Sevilla;Segunda Mano;2004;2;5135;438939600
01;Andalucía;41;Sevilla;Segunda Mano;2009;2;2542;318978600
01;Andalucía;41;Sevilla;Segunda Mano;2010;4;3358;479527600
01;Andalucía;41;Sevilla;Segunda Mano;2020;4;5165;568536900
01;Andalucía;41;Sevilla;Segunda Mano;2025;4;6709;1015715200
01;Andalucía;41;Sevilla;Segunda Mano;2011;4;2135;247773900
01;Andalucía;41;Sevilla;Segunda Mano;2015;4;3102;310081000
01;Andalucía;41;Sevilla;Segunda Mano;2019;4;5093;559901000
01;Andalucía;41;Sevilla;Segunda Mano;2017;4;3983;421411800
01;Andalucía;41;Sevilla;Segunda Mano;2016;4;3428;362298700
01;Andalucía;41;Sevilla;Segunda Mano;2021;4;6263;811473200
01;Andalucía;41;Sevilla;Segunda Mano;2018;4;4684;483517700
01;Andalucía;41;Sevilla;Segunda Mano;2022;4;5503;685885700
01;Andalucía;41;Sevilla;Segunda Mano;2023;4;5026;630610900
01;Andalucía;41;Sevilla;Segunda Mano;2008;4;2247;258511700
01;Andalucía;41;Sevilla;Segunda Mano;2012;4;3306;338273600
01;Andalucía;41;Sevilla;Segunda Mano;2006;4;5146;664475000
01;Andalucía;41;Sevilla;Segunda Mano;2007;4;3627;462384100
01;Andalucía;41;Sevilla;Segunda Mano;2009;4;2603;351994000
01;Andalucía;41;Sevilla;Segunda Mano;2004;4;5721;532212300
01;Andalucía;41;Sevilla;Segunda Mano;2004;3;4681;420590300
01;Andalucía;41;Sevilla;Segunda Mano;2009;3;1770;232326400
01;Andalucía;41;Sevilla;Segunda Mano;2006;3;4455;599922800
01;Andalucía;41;Sevilla;Segunda Mano;2007;3;3523;467183400
01;Andalucía;41;Sevilla;Segunda Mano;2019;3;3846;453719200
01;Andalucía;41;Sevilla;Segunda Mano;2008;3;1839;228297000
01;Andalucía;41;Sevilla;Segunda Mano;2010;3;1856;246443500
01;Andalucía;41;Sevilla;Segunda Mano;2011;3;1642;217496900
01;Andalucía;41;Sevilla;Segunda Mano;2012;3;1564;170080100
01;Andalucía;41;Sevilla;Segunda Mano;2018;3;4208;447039000
01;Andalucía;41;Sevilla;Segunda Mano;2015;3;2511;250077500
01;Andalucía;41;Sevilla;Segunda Mano;2016;3;2749;264737300
01;Andalucía;41;Sevilla;Segunda Mano;2017;3;3282;353485300
01;Andalucía;41;Sevilla;Segunda Mano;2020;3;4270;470417700
01;Andalucía;41;Sevilla;Segunda Mano;2021;3;5135;647972200
01;Andalucía;41;Sevilla;Segunda Mano;2022;3;5284;671644800
01;Andalucía;41;Sevilla;Segunda Mano;2023;3;4349;547524300
01;Andalucía;41;Sevilla;Segunda Mano;2025;3;5392;821855400
01;Andalucía;18;Granada;Segunda Mano;2004;1;1428;105447800
01;Andalucía;18;Granada;Segunda Mano;2009;1;948;125072500
01;Andalucía;18;Granada;Segunda Mano;2007;1;2412;298973600
01;Andalucía;18;Granada;Segunda Mano;2006;1;1950;232964900
01;Andalucía;18;Granada;Segunda Mano;2012;1;1064;114686800
01;Andalucía;18;Granada;Segunda Mano;2008;1;1348;176191600
01;Andalucía;18;Granada;Segunda Mano;2010;1;1099;145432600
01;Andalucía;18;Granada;Segunda Mano;2011;1;999;122447300
01;Andalucía;18;Granada;Segunda Mano;2017;1;2227;210379900
01;Andalucía;18;Granada;Segunda Mano;2019;1;2808;298846500
01;Andalucía;18;Granada;Segunda Mano;2015;1;1458;126995600
01;Andalucía;18;Granada;Segunda Mano;2025;1;3624;474243000
01;Andalucía;18;Granada;Segunda Mano;2021;1;2809;297665100
01;Andalucía;18;Granada;Segunda Mano;2020;1;2262;250443700
01;Andalucía;18;Granada;Segunda Mano;2016;1;1798;164637700
01;Andalucía;18;Granada;Segunda Mano;2023;1;3149;351068300
01;Andalucía;18;Granada;Segunda Mano;2022;1;3468;405615700
01;Andalucía;18;Granada;Segunda Mano;2018;1;2594;259960400
01;Andalucía;18;Granada;Segunda Mano;2025;2;4045;554303500
01;Andalucía;18;Granada;Segunda Mano;2023;2;3389;385769600
01;Andalucía;18;Granada;Segunda Mano;2022;2;4168;484501600
01;Andalucía;18;Granada;Segunda Mano;2021;2;3609;387112400
01;Andalucía;18;Granada;Segunda Mano;2018;2;3070;311289300
01;Andalucía;18;Granada;Segunda Mano;2016;2;2160;214372300
01;Andalucía;18;Granada;Segunda Mano;2019;2;3105;321721100
01;Andalucía;18;Granada;Segunda Mano;2017;2;2670;271923200
01;Andalucía;18;Granada;Segunda Mano;2011;2;1207;149536400
01;Andalucía;18;Granada;Segunda Mano;2008;2;1187;147810400
01;Andalucía;18;Granada;Segunda Mano;2012;2;1388;147400600
01;Andalucía;18;Granada;Segunda Mano;2006;2;2094;254315400
01;Andalucía;18;Granada;Segunda Mano;2020;2;1607;175081400
01;Andalucía;18;Granada;Segunda Mano;2010;2;1516;202506700
01;Andalucía;18;Granada;Segunda Mano;2015;2;1893;190537400
01;Andalucía;18;Granada;Segunda Mano;2007;2;2558;355360500
01;Andalucía;18;Granada;Segunda Mano;2004;2;2267;174578600
01;Andalucía;18;Granada;Segunda Mano;2009;2;1120;146225200
01;Andalucía;18;Granada;Segunda Mano;2010;4;1836;245774100
01;Andalucía;18;Granada;Segunda Mano;2020;4;2918;308056000
01;Andalucía;18;Granada;Segunda Mano;2025;4;4448;631882600
01;Andalucía;18;Granada;Segunda Mano;2011;4;1282;152689000
01;Andalucía;18;Granada;Segunda Mano;2015;4;2050;196083800
01;Andalucía;18;Granada;Segunda Mano;2019;4;3041;334047800
01;Andalucía;18;Granada;Segunda Mano;2017;4;2593;260183900
01;Andalucía;18;Granada;Segunda Mano;2016;4;2276;229004400
01;Andalucía;18;Granada;Segunda Mano;2021;4;3960;455539100
01;Andalucía;18;Granada;Segunda Mano;2018;4;2797;282234300
01;Andalucía;18;Granada;Segunda Mano;2022;4;3591;397071100
01;Andalucía;18;Granada;Segunda Mano;2023;4;3246;398574100
01;Andalucía;18;Granada;Segunda Mano;2008;4;1057;131054000
01;Andalucía;18;Granada;Segunda Mano;2012;4;1699;177911000
01;Andalucía;18;Granada;Segunda Mano;2006;4;2093;255352400
01;Andalucía;18;Granada;Segunda Mano;2007;4;1874;237745100
01;Andalucía;18;Granada;Segunda Mano;2009;4;1310;169651000
01;Andalucía;18;Granada;Segunda Mano;2004;4;2193;181531700
01;Andalucía;18;Granada;Segunda Mano;2004;3;2184;189536200
01;Andalucía;18;Granada;Segunda Mano;2009;3;1001;123670400
01;Andalucía;18;Granada;Segunda Mano;2006;3;1837;223783800
01;Andalucía;18;Granada;Segunda Mano;2007;3;1824;233102100
01;Andalucía;18;Granada;Segunda Mano;2019;3;2416;267113800
01;Andalucía;18;Granada;Segunda Mano;2008;3;923;111149800
01;Andalucía;18;Granada;Segunda Mano;2010;3;1059;134632400
01;Andalucía;18;Granada;Segunda Mano;2011;3;1081;131846600
01;Andalucía;18;Granada;Segunda Mano;2012;3;1170;123566500
01;Andalucía;18;Granada;Segunda Mano;2018;3;2514;250579800
01;Andalucía;18;Granada;Segunda Mano;2015;3;1727;159478400
01;Andalucía;18;Granada;Segunda Mano;2016;3;1775;170989500
01;Andalucía;18;Granada;Segunda Mano;2017;3;2270;241646800
01;Andalucía;18;Granada;Segunda Mano;2020;3;2696;278738700
01;Andalucía;18;Granada;Segunda Mano;2021;3;3252;363297100
01;Andalucía;18;Granada;Segunda Mano;2022;3;3288;391700400
01;Andalucía;18;Granada;Segunda Mano;2023;3;2982;341864500
01;Andalucía;18;Granada;Segunda Mano;2025;3;3430;477318000
01;Andalucía;14;Córdoba;Segunda Mano;2004;1;1951;115486100
01;Andalucía;14;Córdoba;Segunda Mano;2009;1;728;82171400
01;Andalucía;14;Córdoba;Segunda Mano;2007;1;2077;211504400
01;Andalucía;14;Córdoba;Segunda Mano;2006;1;1641;156706000
01;Andalucía;14;Córdoba;Segunda Mano;2012;1;661;68178200
01;Andalucía;14;Córdoba;Segunda Mano;2008;1;1104;120753900
01;Andalucía;14;Córdoba;Segunda Mano;2010;1;814;102972200
01;Andalucía;14;Córdoba;Segunda Mano;2011;1;679;76484000
01;Andalucía;14;Córdoba;Segunda Mano;2017;1;1315;114169900
01;Andalucía;14;Córdoba;Segunda Mano;2019;1;1655;146658900
01;Andalucía;14;Córdoba;Segunda Mano;2015;1;905;74400800
01;Andalucía;14;Córdoba;Segunda Mano;2025;1;2660;281632600
01;Andalucía;14;Córdoba;Segunda Mano;2021;1;1795;171828200
01;Andalucía;14;Córdoba;Segunda Mano;2020;1;1411;141839200
01;Andalucía;14;Córdoba;Segunda Mano;2016;1;1134;101301400
01;Andalucía;14;Córdoba;Segunda Mano;2023;1;2215;221224400
01;Andalucía;14;Córdoba;Segunda Mano;2022;1;2112;203927000
01;Andalucía;14;Córdoba;Segunda Mano;2018;1;1505;132027000
01;Andalucía;14;Córdoba;Segunda Mano;2025;2;2948;330804400
01;Andalucía;14;Córdoba;Segunda Mano;2023;2;2131;216268700
01;Andalucía;14;Córdoba;Segunda Mano;2022;2;2317;228953100
01;Andalucía;14;Córdoba;Segunda Mano;2021;2;2250;228784500
01;Andalucía;14;Córdoba;Segunda Mano;2018;2;1812;165143100
01;Andalucía;14;Córdoba;Segunda Mano;2016;2;1281;109251600
01;Andalucía;14;Córdoba;Segunda Mano;2019;2;1831;167321600
01;Andalucía;14;Córdoba;Segunda Mano;2017;2;1618;141180800
01;Andalucía;14;Córdoba;Segunda Mano;2011;2;844;93440500
01;Andalucía;14;Córdoba;Segunda Mano;2008;2;1103;123853800
01;Andalucía;14;Córdoba;Segunda Mano;2012;2;699;64786300
01;Andalucía;14;Córdoba;Segunda Mano;2006;2;1888;197789400
01;Andalucía;14;Córdoba;Segunda Mano;2020;2;1014;99037000
01;Andalucía;14;Córdoba;Segunda Mano;2010;2;1124;137233300
01;Andalucía;14;Córdoba;Segunda Mano;2015;2;1057;93064800
01;Andalucía;14;Córdoba;Segunda Mano;2007;2;2020;214847200
01;Andalucía;14;Córdoba;Segunda Mano;2004;2;2206;135867500
01;Andalucía;14;Córdoba;Segunda Mano;2009;2;871;109197500
01;Andalucía;14;Córdoba;Segunda Mano;2010;4;1382;175604900
01;Andalucía;14;Córdoba;Segunda Mano;2020;4;1891;180686500
01;Andalucía;14;Córdoba;Segunda Mano;2025;4;2893;325727900
01;Andalucía;14;Córdoba;Segunda Mano;2011;4;870;94465500
01;Andalucía;14;Córdoba;Segunda Mano;2015;4;1228;103008000
01;Andalucía;14;Córdoba;Segunda Mano;2019;4;1701;150265800
01;Andalucía;14;Córdoba;Segunda Mano;2017;4;1599;136145400
01;Andalucía;14;Córdoba;Segunda Mano;2016;4;1382;120181100
01;Andalucía;14;Córdoba;Segunda Mano;2021;4;2398;231980700
01;Andalucía;14;Córdoba;Segunda Mano;2018;4;1704;149323600
01;Andalucía;14;Córdoba;Segunda Mano;2022;4;2202;202205400
01;Andalucía;14;Córdoba;Segunda Mano;2023;4;2169;210843100
01;Andalucía;14;Córdoba;Segunda Mano;2008;4;841;101382700
01;Andalucía;14;Córdoba;Segunda Mano;2012;4;1039;104937800
01;Andalucía;14;Córdoba;Segunda Mano;2006;4;2083;226406100
01;Andalucía;14;Córdoba;Segunda Mano;2007;4;1514;159774700
01;Andalucía;14;Córdoba;Segunda Mano;2009;4;971;120013900
01;Andalucía;14;Córdoba;Segunda Mano;2004;4;2113;128779900
01;Andalucía;14;Córdoba;Segunda Mano;2004;3;1788;117297800
01;Andalucía;14;Córdoba;Segunda Mano;2009;3;737;94498600
01;Andalucía;14;Córdoba;Segunda Mano;2006;3;1749;179925600
01;Andalucía;14;Córdoba;Segunda Mano;2007;3;1473;167772400
01;Andalucía;14;Córdoba;Segunda Mano;2019;3;1438;141690000
01;Andalucía;14;Córdoba;Segunda Mano;2008;3;809;89304500
01;Andalucía;14;Córdoba;Segunda Mano;2010;3;757;88378100
01;Andalucía;14;Córdoba;Segunda Mano;2011;3;759;84967700
01;Andalucía;14;Córdoba;Segunda Mano;2012;3;640;66389700
01;Andalucía;14;Córdoba;Segunda Mano;2018;3;1404;126472800
01;Andalucía;14;Córdoba;Segunda Mano;2015;3;1001;85057300
01;Andalucía;14;Córdoba;Segunda Mano;2016;3;1017;88765400
01;Andalucía;14;Córdoba;Segunda Mano;2017;3;1242;114157400
01;Andalucía;14;Córdoba;Segunda Mano;2020;3;1660;162214200
