Region,City,Year,Quarter,Total
Ceuta,Ceuta,2012,2,1801.7
Melilla,Melilla,2012,2,1604.9
Andalucía,Total,2012,3,1317.1
Andalucía,Almería,2012,3,1187.4
Andalucía,Cádiz,2012,3,1477.3
Andalucía,Córdoba,2012,3,1315.2
Andalucía,Granada,2012,3,1177.2
Andalucía,Huelva,2012,3,1293.5
Andalucía,Jaén,2012,3,912.8
Andalucía,Málaga,2012,3,1566.1
Andalucía,Sevilla,2012,3,1376.3
Aragón,Total,2012,3,1325.7
Aragón,Huesca,2012,3,1366.4
Aragón,Teruel,2012,3,898.6
Aragón,Zaragoza,2012,3,1372.4
Principado de Asturias,Asturias,2012,3,1488.3
Illes Balears,Illes Balears,2012,3,1793.6
Canarias,Total,2012,3,1316.4
Canarias,Las Palmas,2012,3,1295.2
Canarias,Santa Cruz de Tenerife,2012,3,1338.8
Cantabria,Cantabria,2012,3,1679.8
Castilla y León,Total,2012,3,1195.3
Castilla y León,Ávila,2012,3,1126.1
Castilla y León,Burgos,2012,3,1307.0
Castilla y León,León,2012,3,1008.3
Castilla y León,Palencia,2012,3,1091.9
Castilla y León,Salamanca,2012,3,1283.5
Castilla y León,Segovia,2012,3,1239.3
Castilla y León,Soria,2012,3,1243.9
Castilla y León,Valladolid,2012,3,1248.3
Castilla y León,Zamora,2012,3,948.7
Castilla - La Mancha,Total,2012,3,1024.4
Castilla - La Mancha,Albacete,2012,3,1055.6
Castilla - La Mancha,Ciudad Real,2012,3,907.6
Castilla - La Mancha,Cuenca,2012,3,838.3
Castilla - La Mancha,Guadalajara,2012,3,1253.6
Castilla - La Mancha,Toledo,2012,3,1005.5
Cataluña,Total,2012,3,1832.0
Cataluña,Barcelona,2012,3,2057.3
Cataluña,Girona,2012,3,1643.3
Cataluña,Lleida,2012,3,1101.5
Cataluña,Tarragona,2012,3,1409.1
Comunitat Valenciana,Total,2012,3,1188.8
Comunitat Valenciana,Alicante/Alacant,2012,3,1275.6
Comunitat Valenciana,Castellón/Castelló,2012,3,1189.0
Comunitat Valenciana,Valencia/València,2012,3,1130.7
Extremadura,Total,2012,3,863.0
Extremadura,Badajoz,2012,3,851.5
Extremadura,Cáceres,2012,3,893.5
Galicia,Total,2012,3,1237.5
Galicia,A Coruña,2012,3,1305.6
Galicia,Lugo,2012,3,865.3
Galicia,Ourense,2012,3,1023.3
Galicia,Pontevedra,2012,3,1256.0
Comunidad de Madrid,Madrid,2012,3,2020.7
Región de Murcia,Murcia,2012,3,1109.3
Comunidad Foral de Navarra,Navarra,2012,3,1321.1
País Vasco,Total,2012,3,2482.0
País Vasco,Araba/Álava,2012,3,2071.7
País Vasco,Gipuzkoa,2012,3,2745.4
País Vasco,Bizkaia,2012,3,2455.7
La Rioja,La Rioja,2012,3,1266.7
Ceuta,Ceuta,2012,3,1763.5
Melilla,Melilla,2012,3,1634.2
Andalucía,Total,2012,4,1283.3
Andalucía,Almería,2012,4,1156.9
Andalucía,Cádiz,2012,4,1441.0
Andalucía,Córdoba,2012,4,1255.3
Andalucía,Granada,2012,4,1142.4
Andalucía,Huelva,2012,4,1242.2
Andalucía,Jaén,2012,4,876.3
Andalucía,Málaga,2012,4,1542.4
Andalucía,Sevilla,2012,4,1330.1
Aragón,Total,2012,4,1306.8
Aragón,Huesca,2012,4,1297.1
Aragón,Teruel,2012,4,859.6
Aragón,Zaragoza,2012,4,1393.7
Principado de Asturias,Asturias,2012,4,1430.5
Illes Balears,Illes Balears,2012,4,1781.4
Canarias,Total,2012,4,1262.8
Canarias,Las Palmas,2012,4,1247.1
Canarias,Santa Cruz de Tenerife,2012,4,1279.8
Cantabria,Cantabria,2012,4,1636.7
Castilla y León,Total,2012,4,1193.7
Castilla y León,Ávila,2012,4,1091.1
Castilla y León,Burgos,2012,4,1329.1
Castilla y León,León,2012,4,966.2
Castilla y León,Palencia,2012,4,1105.2
Castilla y León,Salamanca,2012,4,1295.4
Castilla y León,Segovia,2012,4,1171.3
Castilla y León,Soria,2012,4,1173.5
Castilla y León,Valladolid,2012,4,1308.0
Castilla y León,Zamora,2012,4,966.2
Castilla - La Mancha,Total,2012,4,1022.5
Castilla - La Mancha,Albacete,2012,4,1074.3
Castilla - La Mancha,Ciudad Real,2012,4,898.8
Castilla - La Mancha,Cuenca,2012,4,815.3
Castilla - La Mancha,Guadalajara,2012,4,1267.3
Castilla - La Mancha,Toledo,2012,4,990.6
Cataluña,Total,2012,4,1798.0
Cataluña,Barcelona,2012,4,2021.3
Cataluña,Girona,2012,4,1614.3
Cataluña,Lleida,2012,4,1082.1
Cataluña,Tarragona,2012,4,1370.1
Comunitat Valenciana,Total,2012,4,1139.9
Comunitat Valenciana,Alicante/Alacant,2012,4,1195.0
Comunitat Valenciana,Castellón/Castelló,2012,4,1171.4
Comunitat Valenciana,Valencia/València,2012,4,1088.4
Extremadura,Total,2012,4,882.3
Extremadura,Badajoz,2012,4,864.7
Extremadura,Cáceres,2012,4,927.4
Galicia,Total,2012,4,1186.3000000000002
Galicia,A Coruña,2012,4,1227.2
Galicia,Lugo,2012,4,852.6
Galicia,Ourense,2012,4,1011.7
Galicia,Pontevedra,2012,4,1217.3
Comunidad de Madrid,Madrid,2012,4,1962.4
Región de Murcia,Murcia,2012,4,1036.5
Comunidad Foral de Navarra,Navarra,2012,4,1351.1
País Vasco,Total,2012,4,2493.0
País Vasco,Araba/Álava,2012,4,2166.3
País Vasco,Gipuzkoa,2012,4,2674.7
País Vasco,Bizkaia,2012,4,2486.8
La Rioja,La Rioja,2012,4,1275.1
Ceuta,Ceuta,2012,4,1676.8
Melilla,Melilla,2012,4,1550.5
Andalucía,Total,2013,1,1281.6
Andalucía,Almería,2013,1,1161.9
Andalucía,Cádiz,2013,1,1406.4
Andalucía,Córdoba,2013,1,1226.3
Andalucía,Granada,2013,1,1173.1
Andalucía,Huelva,2013,1,1279.6
Andalucía,Jaén,2013,1,859.5
Andalucía,Málaga,2013,1,1537.9
Andalucía,Sevilla,2013,1,1338.6
Aragón,Total,2013,1,1261.9
Aragón,Huesca,2013,1,1231.9
Aragón,Teruel,2013,1,817.9
Aragón,Zaragoza,2013,1,1335.7
Principado de Asturias,Asturias,2013,1,1414.3
Illes Balears,Illes Balears,2013,1,1816.1
Canarias,Total,2013,1,1266.9
Canarias,Las Palmas,2013,1,1295.4
Canarias,Santa Cruz de Tenerife,2013,1,1233.7
Cantabria,Cantabria,2013,1,1585.9
Castilla y León,Total,2013,1,1151.8
Castilla y León,Ávila,2013,1,991.5
Castilla y León,Burgos,2013,1,1262.2
Castilla y León,León,2013,1,969.7
Castilla y León,Palencia,2013,1,1051.4
Castilla y León,Salamanca,2013,1,1283.0
Castilla y León,Segovia,2013,1,1106.8
Castilla y León,Soria,2013,1,1107.0
Castilla y León,Valladolid,2013,1,1260.0
Castilla y León,Zamora,2013,1,933.3
Castilla - La Mancha,Total,2013,1,978.2
Castilla - La Mancha,Albacete,2013,1,1010.8
Castilla - La Mancha,Ciudad Real,2013,1,862.9
Castilla - La Mancha,Cuenca,2013,1,855.2
Castilla - La Mancha,Guadalajara,2013,1,1224.6
Castilla - La Mancha,Toledo,2013,1,937.9
Cataluña,Total,2013,1,1746.7
Cataluña,Barcelona,2013,1,1966.9
Cataluña,Girona,2013,1,1555.3
Cataluña,Lleida,2013,1,1036.9
Cataluña,Tarragona,2013,1,1331.7
Comunitat Valenciana,Total,2013,1,1133.9
Comunitat Valenciana,Alicante/Alacant,2013,1,1198.4
Comunitat Valenciana,Castellón/Castelló,2013,1,1127.9
Comunitat Valenciana,Valencia/València,2013,1,1093.4
Extremadura,Total,2013,1,884.8
Extremadura,Badajoz,2013,1,878.9
Extremadura,Cáceres,2013,1,899.8
Galicia,Total,2013,1,1194.0
Galicia,A Coruña,2013,1,1205.8
Galicia,Lugo,2013,1,890.7
Galicia,Ourense,2013,1,991.4
Galicia,Pontevedra,2013,1,1249.1
Comunidad de Madrid,Madrid,2013,1,1984.7
Región de Murcia,Murcia,2013,1,1047.3
Comunidad Foral de Navarra,Navarra,2013,1,1367.7
País Vasco,Total,2013,1,2501.8
País Vasco,Araba/Álava,2013,1,2112.4
País Vasco,Gipuzkoa,2013,1,2677.4
País Vasco,Bizkaia,2013,1,2523.9
La Rioja,La Rioja,2013,1,1218.0
Ceuta,Ceuta,2013,1,1700.2
Melilla,Melilla,2013,1,1558.0
Andalucía,Total,2013,2,1255.3
Andalucía,Almería,2013,2,1164.3
Andalucía,Cádiz,2013,2,1355.0
Andalucía,Córdoba,2013,2,1191.9
Andalucía,Granada,2013,2,1157.9
Andalucía,Huelva,2013,2,1224.0
Andalucía,Jaén,2013,2,865.9
Andalucía,Málaga,2013,2,1529.4
Andalucía,Sevilla,2013,2,1295.5
Aragón,Total,2013,2,1224.8
Aragón,Huesca,2013,2,1188.3
Aragón,Teruel,2013,2,832.8000000000001
Aragón,Zaragoza,2013,2,1301.4
Principado de Asturias,Asturias,2013,2,1348.5
Illes Balears,Illes Balears,2013,2,1822.9
Canarias,Total,2013,2,1287.8000000000002
Canarias,Las Palmas,2013,2,1323.9
Canarias,Santa Cruz de Tenerife,2013,2,1247.8
Cantabria,Cantabria,2013,2,1588.2
Castilla y León,Total,2013,2,1119.3
Castilla y León,Ávila,2013,2,949.8
Castilla y León,Burgos,2013,2,1254.9
Castilla y León,León,2013,2,957.4
Castilla y León,Palencia,2013,2,1048.0
Castilla y León,Salamanca,2013,2,1212.8
Castilla y León,Segovia,2013,2,1115.9
Castilla y León,Soria,2013,2,1109.1
Castilla y León,Valladolid,2013,2,1209.1
Castilla y León,Zamora,2013,2,871.6
Castilla - La Mancha,Total,2013,2,942.7
Castilla - La Mancha,Albacete,2013,2,973.6
Castilla - La Mancha,Ciudad Real,2013,2,827.6
Castilla - La Mancha,Cuenca,2013,2,812.6
Castilla - La Mancha,Guadalajara,2013,2,1164.4
Castilla - La Mancha,Toledo,2013,2,905.4
Cataluña,Total,2013,2,1683.6
Cataluña,Barcelona,2013,2,1897.2
Cataluña,Girona,2013,2,1488.0
Cataluña,Lleida,2013,2,987.0
Cataluña,Tarragona,2013,2,1286.6
Comunitat Valenciana,Total,2013,2,1135.5
Comunitat Valenciana,Alicante/Alacant,2013,2,1200.9
Comunitat Valenciana,Castellón/Castelló,2013,2,1144.1
Comunitat Valenciana,Valencia/València,2013,2,1086.9
Extremadura,Total,2013,2,891.6999999999999
Extremadura,Badajoz,2013,2,895.3
Extremadura,Cáceres,2013,2,885.9
Galicia,Total,2013,2,1204.2
Galicia,A Coruña,2013,2,1213.7
Galicia,Lugo,2013,2,896.3
Galicia,Ourense,2013,2,987.9
Galicia,Pontevedra,2013,2,1241.1
Comunidad de Madrid,Madrid,2013,2,2015.2
Región de Murcia,Murcia,2013,2,1053.4
Comunidad Foral de Navarra,Navarra,2013,2,1376.2
País Vasco,Total,2013,2,2517.7
País Vasco,Araba/Álava,2013,2,2077.2
País Vasco,Gipuzkoa,2013,2,2689.5
País Vasco,Bizkaia,2013,2,2558.8
La Rioja,La Rioja,2013,2,1155.4
Ceuta,Ceuta,2013,2,
Melilla,Melilla,2013,2,
Andalucía,Total,2013,3,1233.8
Andalucía,Almería,2013,3,1172.8
Andalucía,Cádiz,2013,3,1311.4
Andalucía,Córdoba,2013,3,1197.2
Andalucía,Granada,2013,3,1129.7
Andalucía,Huelva,2013,3,1165.3
Andalucía,Jaén,2013,3,856.8
Andalucía,Málaga,2013,3,1479.8
Andalucía,Sevilla,2013,3,1267.8
Aragón,Total,2013,3,1198.1
Aragón,Huesca,2013,3,1244.6
Aragón,Teruel,2013,3,800.1
Aragón,Zaragoza,2013,3,1243.8
Principado de Asturias,Asturias,2013,3,1349.1
Illes Balears,Illes Balears,2013,3,1889.1
Canarias,Total,2013,3,1279.8
Canarias,Las Palmas,2013,3,1316.3
Canarias,Santa Cruz de Tenerife,2013,3,1242.8
Cantabria,Cantabria,2013,3,1508.6
Castilla y León,Total,2013,3,1092.0
Castilla y León,Ávila,2013,3,909.7
Castilla y León,Burgos,2013,3,1225.5
Castilla y León,León,2013,3,908.0
Castilla y León,Palencia,2013,3,1019.8
Castilla y León,Salamanca,2013,3,1192.5
Castilla y León,Segovia,2013,3,1110.7
Castilla y León,Soria,2013,3,1080.4
Castilla y León,Valladolid,2013,3,1186.6
Castilla y León,Zamora,2013,3,874.7
Castilla - La Mancha,Total,2013,3,921.7
Castilla - La Mancha,Albacete,2013,3,966.9
Castilla - La Mancha,Ciudad Real,2013,3,813.2
Castilla - La Mancha,Cuenca,2013,3,837.7
Castilla - La Mancha,Guadalajara,2013,3,1128.9
Castilla - La Mancha,Toledo,2013,3,871.3
Cataluña,Total,2013,3,1672.0
Cataluña,Barcelona,2013,3,1888.1
Cataluña,Girona,2013,3,1489.2
Cataluña,Lleida,2013,3,970.8
Cataluña,Tarragona,2013,3,1259.7
Comunitat Valenciana,Total,2013,3,1144.6999999999998
Comunitat Valenciana,Alicante/Alacant,2013,3,1237.5
Comunitat Valenciana,Castellón/Castelló,2013,3,1116.5
Comunitat Valenciana,Valencia/València,2013,3,1077.5
Extremadura,Total,2013,3,892.6
Extremadura,Badajoz,2013,3,899.2
Extremadura,Cáceres,2013,3,870.9
Galicia,Total,2013,3,1192.1
Galicia,A Coruña,2013,3,1178.9
Galicia,Lugo,2013,3,860.9
Galicia,Ourense,2013,3,963.3
Galicia,Pontevedra,2013,3,1264.5
Comunidad de Madrid,Madrid,2013,3,2032.2
Región de Murcia,Murcia,2013,3,1040.2
Comunidad Foral de Navarra,Navarra,2013,3,1370.1
País Vasco,Total,2013,3,2490.9
País Vasco,Araba/Álava,2013,3,2062.7
País Vasco,Gipuzkoa,2013,3,2716.5
País Vasco,Bizkaia,2013,3,2493.5
La Rioja,La Rioja,2013,3,1121.0
Ceuta,Ceuta,2013,3,1673.0
Melilla,Melilla,2013,3,
Andalucía,Total,2013,4,1204.3
Andalucía,Almería,2013,4,1114.3
Andalucía,Cádiz,2013,4,1277.1
Andalucía,Córdoba,2013,4,1155.2
Andalucía,Granada,2013,4,1115.9
Andalucía,Huelva,2013,4,1120.2
Andalucía,Jaén,2013,4,821.8
Andalucía,Málaga,2013,4,1442.3
Andalucía,Sevilla,2013,4,1266.7
Aragón,Total,2013,4,1161.7
Aragón,Huesca,2013,4,1190.8
Aragón,Teruel,2013,4,814.7
Aragón,Zaragoza,2013,4,1207.2
Principado de Asturias,Asturias,2013,4,1331.2
Illes Balears,Illes Balears,2013,4,1857.0
Canarias,Total,2013,4,1271.9
Canarias,Las Palmas,2013,4,1340.7
Canarias,Santa Cruz de Tenerife,2013,4,1197.3
Cantabria,Cantabria,2013,4,1440.9
Castilla y León,Total,2013,4,1077.7
Castilla y León,Ávila,2013,4,878.0
Castilla y León,Burgos,2013,4,1179.0
Castilla y León,León,2013,4,925.8
Castilla y León,Palencia,2013,4,1049.6
Castilla y León,Salamanca,2013,4,1191.3
Castilla y León,Segovia,2013,4,1066.0
Castilla y León,Soria,2013,4,1113.8
Castilla y León,Valladolid,2013,4,1149.8
Castilla y León,Zamora,2013,4,906.6
Castilla - La Mancha,Total,2013,4,900.1
Castilla - La Mancha,Albacete,2013,4,924.5
Castilla - La Mancha,Ciudad Real,2013,4,794.0
Castilla - La Mancha,Cuenca,2013,4,813.5
Castilla - La Mancha,Guadalajara,2013,4,1083.5
Castilla - La Mancha,Toledo,2013,4,848.2
Cataluña,Total,2013,4,1656.9
Cataluña,Barcelona,2013,4,1874.2
Cataluña,Girona,2013,4,1445.3
Cataluña,Lleida,2013,4,1006.5
Cataluña,Tarragona,2013,4,1240.2
Comunitat Valenciana,Total,2013,4,1119.2
Comunitat Valenciana,Alicante/Alacant,2013,4,1204.8
Comunitat Valenciana,Castellón/Castelló,2013,4,1077.2
Comunitat Valenciana,Valencia/València,2013,4,1060.9
Extremadura,Total,2013,4,846.1
Extremadura,Badajoz,2013,4,849.0
Extremadura,Cáceres,2013,4,841.9
Galicia,Total,2013,4,1196.0
Galicia,A Coruña,2013,4,1202.2
Galicia,Lugo,2013,4,829.8
Galicia,Ourense,2013,4,945.4
Galicia,Pontevedra,2013,4,1262.4
Comunidad de Madrid,Madrid,2013,4,2012.7
Región de Murcia,Murcia,2013,4,997.6
Comunidad Foral de Navarra,Navarra,2013,4,1328.7
País Vasco,Total,2013,4,2435.9
País Vasco,Araba/Álava,2013,4,2044.1
País Vasco,Gipuzkoa,2013,4,2692.9
País Vasco,Bizkaia,2013,4,2409.3
La Rioja,La Rioja,2013,4,1071.4
Ceuta,Ceuta,2013,4,1736.1
Melilla,Melilla,2013,4,1450.8
Andalucía,Total,2014,1,1204.3
Andalucía,Almería,2014,1,1108.0
Andalucía,Cádiz,2014,1,1297.1
Andalucía,Córdoba,2014,1,1150.5
Andalucía,Granada,2014,1,1097.8
Andalucía,Huelva,2014,1,1116.2
Andalucía,Jaén,2014,1,806.7
Andalucía,Málaga,2014,1,1464.7
Andalucía,Sevilla,2014,1,1242.0
Aragón,Total,2014,1,1155.1
Aragón,Huesca,2014,1,1167.6
Aragón,Teruel,2014,1,797.7
Aragón,Zaragoza,2014,1,1205.3
Principado de Asturias,Asturias,2014,1,1342.2
Illes Balears,Illes Balears,2014,1,1863.8
Canarias,Total,2014,1,1254.8
Canarias,Las Palmas,2014,1,1316.2
Canarias,Santa Cruz de Tenerife,2014,1,1190.5
Cantabria,Cantabria,2014,1,1474.3
Castilla y León,Total,2014,1,1074.9
Castilla y León,Ávila,2014,1,893.4
Castilla y León,Burgos,2014,1,1150.1
Castilla y León,León,2014,1,907.5
Castilla y León,Palencia,2014,1,1017.6
Castilla y León,Salamanca,2014,1,1201.6
Castilla y León,Segovia,2014,1,1075.2
Castilla y León,Soria,2014,1,1102.0
Castilla y León,Valladolid,2014,1,1171.2
Castilla y León,Zamora,2014,1,893.3
Castilla - La Mancha,Total,2014,1,887.6
Castilla - La Mancha,Albacete,2014,1,930.3
Castilla - La Mancha,Ciudad Real,2014,1,775.9
Castilla - La Mancha,Cuenca,2014,1,831.9
Castilla - La Mancha,Guadalajara,2014,1,1074.8
Castilla - La Mancha,Toledo,2014,1,817.8
Cataluña,Total,2014,1,1650.0
Cataluña,Barcelona,2014,1,1869.0
Cataluña,Girona,2014,1,1429.2
Cataluña,Lleida,2014,1,969.6
Cataluña,Tarragona,2014,1,1232.7
Comunitat Valenciana,Total,2014,1,1106.7
Comunitat Valenciana,Alicante/Alacant,2014,1,1200.9
Comunitat Valenciana,Castellón/Castelló,2014,1,1044.7
Comunitat Valenciana,Valencia/València,2014,1,1041.7
Extremadura,Total,2014,1,844.3
Extremadura,Badajoz,2014,1,853.9
Extremadura,Cáceres,2014,1,824.5
Galicia,Total,2014,1,1181.4
Galicia,A Coruña,2014,1,1190.6
Galicia,Lugo,2014,1,799.5
Galicia,Ourense,2014,1,956.8
Galicia,Pontevedra,2014,1,1248.5
Comunidad de Madrid,Madrid,2014,1,2001.5
Región de Murcia,Murcia,2014,1,985.6
Comunidad Foral de Navarra,Navarra,2014,1,1313.3170179618764
País Vasco,Total,2014,1,2426.8
País Vasco,Araba/Álava,2014,1,2029.5
País Vasco,Gipuzkoa,2014,1,2679.3
País Vasco,Bizkaia,2014,1,2402.4
La Rioja,La Rioja,2014,1,1079.4
Ceuta,Ceuta,2014,1,1770.8
Melilla,Melilla,2014,1,1439.9
Andalucía,Total,2014,2,1203.7
Andalucía,Almería,2014,2,1110.0
Andalucía,Cádiz,2014,2,1289.9
Andalucía,Córdoba,2014,2,1131.1
Andalucía,Granada,2014,2,1085.5
Andalucía,Huelva,2014,2,1103.9
Andalucía,Jaén,2014,2,799.0
Andalucía,Málaga,2014,2,1475.0
Andalucía,Sevilla,2014,2,1246.3
Aragón,Total,2014,2,1160.4
Aragón,Huesca,2014,2,1160.5
Aragón,Teruel,2014,2,776.9
Aragón,Zaragoza,2014,2,1215.9
Principado de Asturias,Asturias,2014,2,1292.6
Illes Balears,Illes Balears,2014,2,1888.6
Canarias,Total,2014,2,1264.1
Canarias,Las Palmas,2014,2,1305.5
Canarias,Santa Cruz de Tenerife,2014,2,1224.2
Cantabria,Cantabria,2014,2,1494.0
Castilla y León,Total,2014,2,1052.5
Castilla y León,Ávila,2014,2,869.4
Castilla y León,Burgos,2014,2,1135.0
Castilla y León,León,2014,2,889.7
Castilla y León,Palencia,2014,2,1000.6
Castilla y León,Salamanca,2014,2,1170.6
Castilla y León,Segovia,2014,2,1053.4
Castilla y León,Soria,2014,2,1065.6
Castilla y León,Valladolid,2014,2,1146.3
Castilla y León,Zamora,2014,2,875.1
Castilla - La Mancha,Total,2014,2,893.2
Castilla - La Mancha,Albacete,2014,2,928.3
Castilla - La Mancha,Ciudad Real,2014,2,783.0
Castilla - La Mancha,Cuenca,2014,2,816.0
Castilla - La Mancha,Guadalajara,2014,2,1081.8
Castilla - La Mancha,Toledo,2014,2,823.6
Cataluña,Total,2014,2,1650.4
Cataluña,Barcelona,2014,2,1866.5
Cataluña,Girona,2014,2,1437.4
Cataluña,Lleida,2014,2,965.1
Cataluña,Tarragona,2014,2,1239.2
Comunitat Valenciana,Total,2014,2,1114.9
Comunitat Valenciana,Alicante/Alacant,2014,2,1197.8
Comunitat Valenciana,Castellón/Castelló,2014,2,1057.5
Comunitat Valenciana,Valencia/València,2014,2,1063.9
Extremadura,Total,2014,2,830.8
Extremadura,Badajoz,2014,2,832.6
Extremadura,Cáceres,2014,2,828.1
Galicia,Total,2014,2,1164.0
Galicia,A Coruña,2014,2,1165.0
Galicia,Lugo,2014,2,799.3
Galicia,Ourense,2014,2,923.0
Galicia,Pontevedra,2014,2,1236.1
Comunidad de Madrid,Madrid,2014,2,1997.8
Región de Murcia,Murcia,2014,2,994.3
Comunidad Foral de Navarra,Navarra,2014,2,1290.1022457067372
País Vasco,Total,2014,2,2430.2
País Vasco,Araba/Álava,2014,2,1985.9
País Vasco,Gipuzkoa,2014,2,2717.0
País Vasco,Bizkaia,2014,2,2391.1
La Rioja,La Rioja,2014,2,1094.9
Ceuta,Ceuta,2014,2,1734.2
Melilla,Melilla,2014,2,1432.4
Andalucía,Total,2014,3,1203.6
Andalucía,Almería,2014,3,1089.5
Andalucía,Cádiz,2014,3,1302.8
Andalucía,Córdoba,2014,3,1117.3
Andalucía,Granada,2014,3,1064.9
Andalucía,Huelva,2014,3,1106.8
Andalucía,Jaén,2014,3,791.4
Andalucía,Málaga,2014,3,1490.4
Andalucía,Sevilla,2014,3,1253.8
Aragón,Total,2014,3,1144.4
Aragón,Huesca,2014,3,1132.6
Aragón,Teruel,2014,3,792.9
Aragón,Zaragoza,2014,3,1199.4
Principado de Asturias,Asturias,2014,3,1291.2
Illes Balears,Illes Balears,2014,3,1881.8
Canarias,Total,2014,3,1277.4
Canarias,Las Palmas,2014,3,1326.2
Canarias,Santa Cruz de Tenerife,2014,3,1231.2
Cantabria,Cantabria,2014,3,1485.7
Castilla y León,Total,2014,3,1050.4
Castilla y León,Ávila,2014,3,850.7
Castilla y León,Burgos,2014,3,1144.6
Castilla y León,León,2014,3,869.6
Castilla y León,Palencia,2014,3,1002.7
Castilla y León,Salamanca,2014,3,1157.4
Castilla y León,Segovia,2014,3,1059.5
Castilla y León,Soria,2014,3,1024.1
Castilla y León,Valladolid,2014,3,1160.9
Castilla y León,Zamora,2014,3,883.0
Castilla - La Mancha,Total,2014,3,883.9
Castilla - La Mancha,Albacete,2014,3,911.6
Castilla - La Mancha,Ciudad Real,2014,3,793.4
Castilla - La Mancha,Cuenca,2014,3,808.1
Castilla - La Mancha,Guadalajara,2014,3,1059.3
Castilla - La Mancha,Toledo,2014,3,809.1
Cataluña,Total,2014,3,1653.9
Cataluña,Barcelona,2014,3,1877.2
Cataluña,Girona,2014,3,1417.6
Cataluña,Lleida,2014,3,979.3
Cataluña,Tarragona,2014,3,1222.0
Comunitat Valenciana,Total,2014,3,1108.3
Comunitat Valenciana,Alicante/Alacant,2014,3,1190.0
Comunitat Valenciana,Castellón/Castelló,2014,3,1036.9
Comunitat Valenciana,Valencia/València,2014,3,1052.6
Extremadura,Total,2014,3,843.6
Extremadura,Badajoz,2014,3,852.0
Extremadura,Cáceres,2014,3,825.0
Galicia,Total,2014,3,1158.8
Galicia,A Coruña,2014,3,1158.5
Galicia,Lugo,2014,3,811.1
Galicia,Ourense,2014,3,955.7
Galicia,Pontevedra,2014,3,1224.7
Comunidad de Madrid,Madrid,2014,3,1994.1
Región de Murcia,Murcia,2014,3,983.4
Comunidad Foral de Navarra,Navarra,2014,3,1281.2907600881815
País Vasco,Total,2014,3,2432.2
País Vasco,Araba/Álava,2014,3,1965.7
País Vasco,Gipuzkoa,2014,3,2730.1
País Vasco,Bizkaia,2014,3,2386.6
La Rioja,La Rioja,2014,3,1067.1
Ceuta,Ceuta,2014,3,1783.8
Melilla,Melilla,2014,3,1404.3
Andalucía,Total,2014,4,1208.1
Andalucía,Almería,2014,4,1099.7
Andalucía,Cádiz,2014,4,1312.8
Andalucía,Córdoba,2014,4,1118.1
Andalucía,Granada,2014,4,1070.1
Andalucía,Huelva,2014,4,1088.8
Andalucía,Jaén,2014,4,783.4
Andalucía,Málaga,2014,4,1479.9
Andalucía,Sevilla,2014,4,1272.3
Aragón,Total,2014,4,1156.8
Aragón,Huesca,2014,4,1144.4
Aragón,Teruel,2014,4,791.4
Aragón,Zaragoza,2014,4,1213.7
Principado de Asturias,Asturias,2014,4,1262.1
Illes Balears,Illes Balears,2014,4,1899.1
Canarias,Total,2014,4,1280.6
Canarias,Las Palmas,2014,4,1336.2
Canarias,Santa Cruz de Tenerife,2014,4,1222.8
Cantabria,Cantabria,2014,4,1493.7
Castilla y León,Total,2014,4,1038.6
Castilla y León,Ávila,2014,4,821.8
Castilla y León,Burgos,2014,4,1103.8
Castilla y León,León,2014,4,881.2
Castilla y León,Palencia,2014,4,1007.0
Castilla y León,Salamanca,2014,4,1167.1
Castilla y León,Segovia,2014,4,1002.9
Castilla y León,Soria,2014,4,1050.1
Castilla y León,Valladolid,2014,4,1149.2
Castilla y León,Zamora,2014,4,850.2
Castilla - La Mancha,Total,2014,4,871.5
Castilla - La Mancha,Albacete,2014,4,918.2
Castilla - La Mancha,Ciudad Real,2014,4,766.1
Castilla - La Mancha,Cuenca,2014,4,790.3
Castilla - La Mancha,Guadalajara,2014,4,1037.3
Castilla - La Mancha,Toledo,2014,4,801.4
Cataluña,Total,2014,4,1663.5
Cataluña,Barcelona,2014,4,1888.0
Cataluña,Girona,2014,4,1433.9
Cataluña,Lleida,2014,4,969.0
Cataluña,Tarragona,2014,4,1230.9
Comunitat Valenciana,Total,2014,4,1128.9
Comunitat Valenciana,Alicante/Alacant,2014,4,1217.5
Comunitat Valenciana,Castellón/Castelló,2014,4,1049.7
Comunitat Valenciana,Valencia/València,2014,4,1066.9
Extremadura,Total,2014,4,847.4
Extremadura,Badajoz,2014,4,859.3
Extremadura,Cáceres,2014,4,819.5
Galicia,Total,2014,4,1162.7
Galicia,A Coruña,2014,4,1178.1
Galicia,Lugo,2014,4,799.1
Galicia,Ourense,2014,4,934.6
Galicia,Pontevedra,2014,4,1221.8
Comunidad de Madrid,Madrid,2014,4,2021.7
Región de Murcia,Murcia,2014,4,992.4
Comunidad Foral de Navarra,Navarra,2014,4,1289.9881876085697
País Vasco,Total,2014,4,2399.1
País Vasco,Araba/Álava,2014,4,1958.2
País Vasco,Gipuzkoa,2014,4,2683.8
País Vasco,Bizkaia,2014,4,2354.8
La Rioja,La Rioja,2014,4,1038.0
Ceuta,Ceuta,2014,4,1736.8
Melilla,Melilla,2014,4,1462.1
Andalucía,Total,2015,1,1205.6
Andalucía,Almería,2015,1,1071.7
Andalucía,Cádiz,2015,1,1306.6
Andalucía,Córdoba,2015,1,1144.8
